"Acct/Book root=""~PruGroup""",Scen_minus30 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus29 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus28 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus27 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus26 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus25 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus24 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus23 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus22 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus21 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus20 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus19 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus18 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus17 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus16 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus15 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus14 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus13 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus12 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus11 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus10 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus09 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus08 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus07 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus06 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus05 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus04 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus03 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus02 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_minus01 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_0 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus01 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus02 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus03 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus04 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus05 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus06 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus07 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus08 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus09 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus10 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus11 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus12 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus13 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus14 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus15 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus16 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus17 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus18 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus19 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus20 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus21 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus22 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus23 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus24 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus25 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus26 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus27 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus28 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus29 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date,Scen_plus30 Annualized:false Currency:GBP Investment Horizon:2010/12/31 Large Scenario Set Indicator:true NominalFx:false Scenario Set:SCEN_LM_GENERIC_COMBINED Time Set:Date
PruGroup >> UKIO >> UKIO_Annuities >> PRIL_Total >> PRIL_Other_Assets >> PRIL_Other_Assets_lm : PRIL_Other_Assets_lm,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PruGroup >> UKIO >> UKIO_Annuities >> PRIL_Total >> PRIL_Prop_assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PruGroup >> UKIO >> UKIO_Annuities >> PRIL_Total >> PRIL_Prop_assets >> PRIL_Prop_assets_lm : PRIL_Prop_assets_lm,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PruGroup >> UKIO >> UKIO_WP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PruGroup >> UKIO >> UKIO_WP >> PAC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PruGroup >> UKIO >> UKIO_WP >> PAC >> LTBF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PruGroup >> UKIO >> UKIO_WP >> PAC >> LTBF >> NPSF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PruGroup >> UKIO >> UKIO_WP >> PAC >> LTBF >> NPSF >> NPSF_lm : NPSF_lm,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PruGroup >> UKIO >> UKIO_WP >> PAC >> LTBF >> SAIF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PruGroup >> UKIO >> UKIO_WP >> PAC >> LTBF >> SAIF >> SAIF_lm : SAIF_lm,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PruGroup >> UKIO >> UKIO_WP >> PAC >> LTBF >> WPSF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PruGroup >> UKIO >> UKIO_WP >> PAC >> LTBF >> WPSF >> NonPAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PruGroup >> UKIO >> UKIO_WP >> PAC >> LTBF >> WPSF >> NonPAL >> NonPAL_lm : NonPAL_lm,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PruGroup >> UKIO >> UKIO_WP >> PAC >> LTBF >> WPSF >> PAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PruGroup >> UKIO >> UKIO_WP >> PAC >> LTBF >> WPSF >> PAL >> PAL_LIABS_EXPENSES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PruGroup >> UKIO >> UKIO_WP >> PAC >> LTBF >> WPSF >> PAL >> PAL_LIABS_EXPENSES >> PAL_LIABS_EXPENSES_lm : PAL_LIABS_EXPENSES_lm,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PruGroup >> UKIO >> UKIO_WP >> PAC >> LTBF >> WPSF >> PAL >> PAL_LIABS_FIXED,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PruGroup >> UKIO >> UKIO_WP >> PAC >> LTBF >> WPSF >> PAL >> PAL_LIABS_FIXED >> PAL_LIABS_FIXED_lm : PAL_LIABS_FIXED_lm,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PruGroup >> UKIO >> UKIO_WP >> PAC >> LTBF >> WPSF >> PAL >> PAL_LIABS_LINKED,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PruGroup >> UKIO >> UKIO_WP >> PAC >> LTBF >> WPSF >> PAL >> PAL_LIABS_LINKED >> PAL_LIABS_LINKED_lm : PAL_LIABS_LINKED_lm,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
